idx,question,pred,gold,score,em,rouge1,categories,use_cot,cot_type
378,在文件中第7页的图中，如果先安装了编号21的部件，接下来应该如何操作？,部件1,向管套21中灌注混凝土,0.10714285714285715,0.0,0.14285714285714288,"['连接关系', '指定页面']",False,unknown
379,根据文件中第7页的示意图，公止口11和母止口12相互配合，它们的相对位置关系是什么？,位于上方,母止口12包裹公止口11,0.0,0.0,0.0,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown
380,根据文本信息，该附着点式收尘装置的主要目的是什么？,降低能耗并简化结构,有效解决水泥转运过程中的扬尘问题,0.0,0.0,0.0,"['部件识别', '功能作用']",False,unknown
381,根据专利描述，与同类除尘系统相比，该装置的运行电耗可降低的范围是多少？,5%~7%,20%-60%,0.25,0.0,0.3333333333333333,['数量相关'],False,unknown
382,在文件中第7页的示意图中，编号为9的部件相对于编号为3的部件的位置关系是什么？,位于编号为3的部件的右侧,位于3的右下方,0.39473684210526316,0.0,0.5263157894736842,"['位置关系', '部件识别', '指定页面']",False,unknown
383,在文件中第7页的示意图中，编号为11的部件相对于编号为9的部件的位置关系是什么？,位于右侧,位于9的右下方,0.40909090909090906,0.0,0.5454545454545454,"['位置关系', '部件识别', '指定页面']",False,unknown
384,根据文件中第7页的示意图，物料从包装机传送带（1）开始，依次经过哪些部件到达整包传送带（12）？,包装机传送带（1）→包装机（2）→第一传送带（8）→第二传送带（9）→第三传送带（10）→第四传送带（11）→整包传送带（12）,进料输送带（2），顺包传送带（9），转包传送带（10），码包传送带（11）,0.41584158415841577,0.0,0.5544554455445544,['指定页面'],False,unknown
385,根据文件中第7页的示意图，灰斗（20）通过哪个部件与各个收尘点连接，从而收集灰尘？,管道(1),输送主管（19）,0.23076923076923078,0.0,0.3076923076923077,"['部件识别', '连接关系', '指定页面']",False,unknown
386,根据专利文本，空压机变频控制节能柜系统的核心控制部件是什么？,控制柜,控制柜,1.0,1.0,1.0,['部件识别'],False,unknown
387,根据文本信息，餐厨垃圾处理器的工作箱上表面盖装有什么部件？,移动板,移动板,1.0,1.0,1.0,['部件识别'],False,unknown
388,在文件中第7页提供的图片中，编号为14的部件是什么？,搅拌桨,连接板,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
389,在文件中第7页提供的图片中，哪个部件位于工作箱（1）的底部？,支撑腿(19),输出管（15）,0.10714285714285714,0.0,0.14285714285714285,"['位置关系', '部件识别', '指定页面']",False,unknown
390,观察文件中第7页的图片，液压缸（13）通过连接板（14）与哪个部件相连？,搅拌轴(17),移动板（2）,0.0,0.0,0.0,"['部件识别', '连接关系', '指定页面']",False,unknown
391,根据文件中第7页的图片，如果餐厨垃圾从输入框（16）进入，经过处理后，固体垃圾会被过滤板（未在图中直接标出）收集，那么液体垃圾最有可能从哪个部件排出？,滤网,输出管（15）,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
392,根据专利文本，该节能环保型锅炉采用三炉胆设计的优势是什么？,提高热效率，降低耗煤量和运行成本,使热量相互作用、相互隔热保温，并可根据需要选择烧一胆、二胆或三胆,0.09375,0.0,0.125,['部件识别'],False,unknown
393,在文件中第5页的示意图中，部件4相对于部件5的位置关系是什么？,部件4位于部件5的左侧,部件4在部件5的左侧,0.6428571428571429,0.0,0.8571428571428572,"['位置关系', '部件识别', '指定页面']",False,unknown
394,在文件中第5页的示意图中，哪个部件直接位于水冷炉排（部件7）的上方？,部件6,一胆（部件4）,0.30000000000000004,0.0,0.4,"['位置关系', '部件识别', '指定页面']",False,unknown
395,根据文件中第5页的示意图，如果需要对锅炉进行保温处理，除了用部件11，还需要在炉胆的哪个地方做保温处理？,部件3,部件2，炉体,0.3333333333333333,0.0,0.4444444444444444,['指定页面'],False,unknown
396,根据文件中第5页的示意图，如果需要排放锅炉底部的污水，应该操作哪个部件？,部件9(驱动电机),部件9，排污管座,0.2647058823529412,0.0,0.35294117647058826,"['位置关系', '部件识别', '指定页面']",False,unknown
397,根据专利文本，该减震平台的主要应用场景是什么？,减震垫,高层酒店的装修设计,0.0,0.0,0.0,['部件识别'],False,unknown
398,在文件中第5页的图中，部件9位于哪个部件的正上方？,部件2,部件2,1.0,1.0,1.0,"['位置关系', '部件识别', '指定页面']",False,unknown
399,在文件中第5页的图中，部件10位于哪个部件的正下方？,部件2,部件5,0.5,0.0,0.6666666666666666,"['位置关系', '部件识别', '指定页面']",False,unknown
400,根据文件中第5页图示，部件6和部件7哪个是支撑台?,部件6,部件7,0.5,0.0,0.6666666666666666,['指定页面'],False,unknown
401,根据专利文本，医用耗材装配检测组件的核心功能是什么？,检测物料是否正确组装,检测医用耗材各个物料是否正确组装。,0.5555555555555556,0.0,0.7407407407407407,"['部件识别', '功能作用']",False,unknown
402,根据文件中第8页的图片，检测部(410)相对于配合部(430)的位置关系是？,位于配合部(430)的上方,检测部(410)位于配合部(430)的上方。,0.5571428571428572,0.0,0.7428571428571429,"['位置关系', '连接关系', '指定页面']",False,unknown
403,根据文件中第8页的图片，活动孔(221)位于哪个部件上？,位于下模座(200),活动部(220),0.33333333333333337,0.0,0.4444444444444445,"['部件识别', '指定页面']",False,unknown
404,根据文件中第8页图片，如果配合部(430)向上移动，首先会接触到哪个部件？,部件(221),活动部(220),0.5,0.0,0.6666666666666666,"['部件识别', '连接关系', '指定页面']",False,unknown
405,根据文件中第8页图片，如果驱动件(300)带动安装台(200)向下移动，配合部(430)与物料(600)接触后，哪个部件的位置会发生改变？,配合部(430),配合部(430)、主体部(420)和检测部(410),0.3529411764705882,0.0,0.47058823529411764,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown
406,在文件中第6页提供的图片中，编号为9的部件相对于输送机构(1)的位置是什么？,位于输送机构(1)的上方,位于输送机构的一侧,0.5,0.0,0.6666666666666666,"['位置关系', '部件识别', '指定页面']",False,unknown
407,根据文件中第6页提供的图片，编号12的部件相对于编号6的部件位置是什么？,位于编号6的部件的左侧,位于其左侧,0.3750000000000001,0.0,0.5000000000000001,"['位置关系', '部件识别', '指定页面']",False,unknown
408,根据文件中第6页的示意图，如果切割刀片（7）需要工作，那么在此之前，哪个部件需要先进行动作？,部件(6),限位压板（13）,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
409,在文件中第6页的示意图中，如果铝基碳化硅材料完成切割并掉落，接下来铝基碳化硅材料会掉落在哪个部件中？,部件14,集料箱（14）,0.2727272727272727,0.0,0.36363636363636365,"['部件识别', '指定页面']",False,unknown
410,在文件中第6页的图1中，编号为6的部件（三角定位块）相对于编号为1的部件（底座支架）的位置关系是？,位于底座支架的后方,位于上方,0.34615384615384615,0.0,0.46153846153846156,"['位置关系', '部件识别', '指定页面']",False,unknown
411,根据文件中第6页图1示，如果需要调整水平支架（3）的高度，可以通过调整哪个部件来实现？,调整支撑杆(4),支持杆件（5）,0.2,0.0,0.26666666666666666,"['部件识别', '指定页面']",False,unknown
412,根据文件中第6页图1示，如果需要增强底座支架（1）和防护支架（2）之间的连接稳固性，除了三角定位块（6）外，还可以通过哪个部件进行辅助？,定位杆(5),定位销轴连接（位于底座支架（1）和防护支架（2）之间的夹角处）,0.08108108108108107,0.0,0.1081081081081081,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown
413,根据文本信息，该修理柜的柱体外侧壁上安装有什么结构？,拉手,预留槽,0.0,0.0,0.0,['连接关系'],False,unknown
414,根据专利文本，支撑侧板本体的截面设计成什么形状，以便于输送线收纳布置？,C字形,G字形,0.5,0.0,0.6666666666666666,['其他'],False,unknown
415,在文件中第7页提供的支撑侧板截面图中，编号为2的部件是什么？,支撑侧板,第一螺栓连接槽,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
416,在文件中第7页提供的支撑侧板截面图中，哪个编号指向扣接槽？,编号2,5,0.0,0.0,0.0,['指定页面'],False,unknown
417,根据文件中第7页提供的支撑侧板截面图，滚筒安装槽(4)位于哪个部件的上方？,滚筒安装槽(4)位于滚筒安装槽(5)的上方,支撑侧板本体(1),0.1,0.0,0.13333333333333333,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown
418,根据文件中第7页提供的支撑侧板截面图，如果需要使用备用螺栓槽（6），通常是因为哪个部件相应位置不便安装螺栓？,支撑侧板(1),第二螺栓孔槽(3),0.1875,0.0,0.25,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown
419,该专利旨在解决什么问题？,节约动力源,使旋转式弯管机构能与顶弯式弯管机构的动力部分连接，实现一机多用,0.08333333333333333,0.0,0.1111111111111111,['其他'],False,unknown
420,在旋转弯管机头中，哪个部件用于将直线运动转换为旋转运动？,齿条,齿条,1.0,1.0,1.0,"['部件识别', '功能作用']",False,unknown
421,在文件中第4页的附图中，销钉（编号2）相对于动力机构（编号1）的位置是：,位于动力机构的右侧,连接在动力机构上,0.3529411764705882,0.0,0.47058823529411764,"['位置关系', '指定页面']",False,unknown
422,在文件中第4页的附图中，齿轮(编号4)相对于模具轴（编号6）的位置是：,位于模具轴(6)的左侧,齿轮与模具轴同轴,0.23684210526315788,0.0,0.3157894736842105,"['位置关系', '指定页面']",False,unknown
423,根据文件中第4页附图，如果动力机构（编号1）向右运动，齿条（编号3）会如何运动？,向右运动,齿条会向右运动,0.5454545454545454,0.0,0.7272727272727273,['指定页面'],False,unknown
424,根据文件中第4页附图，齿条(编号3)与齿轮(编号4)啮合，并且销钉(编号2)连接动力机构(编号1)和齿条(编号3)，则如果移除销钉(编号2)，对弯管模具(编号5)会有什么直接影响？,弯管模具(编号5)将无法运动,弯管模具将无法旋转,0.4565217391304348,0.0,0.6086956521739131,"['连接关系', '指定页面']",False,unknown
425,根据专利文本，如果第一输送机(3)设计成输送多个口袋(2)，这些口袋(2)在输送方向(A)的横向并排设置，夹持器(6)应该如何设计？,同时拉出和放置排中的所有口袋(2),夹持器(6)应设计成能够同时拉出和放置该排中的所有口袋(2)。,0.53125,0.0,0.7083333333333333,['其他'],False,unknown
426,根据专利文本，该真空检漏装置旨在解决什么问题？,解决弯管不方便进行检漏的问题,解决弯管不方便进行检漏的问题。,0.9741379310344828,1.0,0.9655172413793104,['其他'],False,unknown
427,根据专利文本，五金制品压延装置中，哪个组件能够让压辊在机架中上下滑动，并具有自锁功能？,滑架,丝杆组件,0.0,0.0,0.0,['功能作用'],False,unknown
428,根据专利文本，五金制品压延装置的基座上设置了哪些部件？,机架、挡板、柜门以及支脚,挡板、柜门和支脚,0.525,0.0,0.7000000000000001,['其他'],False,unknown
429,在文件中第5页的五金制品压延装置的示意图中，编号12的部件相对于编号4的部件的位置是什么？,位于上方,位于编号4的上方,0.5,0.0,0.6666666666666666,"['位置关系', '部件识别', '指定页面']",False,unknown
430,根据文件中第5页的示意图，如果压延的材料从进料口（编号10）进入，经过压延处理后，从出料口（编号11）出来，那么材料依次经过了哪些部件的接触？,进料口(10)、压延辊(1)、出料口(11),压辊（编号7）和支撑辊组件（编号4）,0.075,0.0,0.09999999999999999,"['连接关系', '指定页面']",False,unknown
431,在文件中第5页的示意图中，如果需要调整压辊（编号7）与支撑辊组件（编号4）之间的间隙，应该操作哪个部件？,部件18,丝杆组件（编号9）,0.11538461538461536,0.0,0.15384615384615383,"['位置关系', '部件识别', '指定页面']",False,unknown
432,在文件中第6页的示意图中，编号为2的部件相对于编号为1的部件的位置关系是？,位于部件1的下方,贯穿于1,0.25,0.0,0.3333333333333333,"['位置关系', '部件识别', '指定页面']",False,unknown
433,根据文件中第6页的示意图，编号为20的部件位于哪个部件的末端？,部件2,部件2,1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown
434,根据文件中第6页的示意图，如果需要加固钢筋挂网，焊接时应该将哪个部件与横向加强筋焊接？,钢筋挂网,纵向条,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
435,根据文件中第6页的示意图，为了初步保护边坡土层表面结构，首先需要喷施哪个部件？,部件2,底层混凝土层,0.0,0.0,0.0,"['部件识别', '功能作用', '指定页面']",False,unknown
436,根据专利文本，本实用新型旨在解决什么问题？,提高印刷的生产效率,提高印刷的生产效率，并可有效的避免损伤物料。,0.435483870967742,0.0,0.5806451612903226,['其他'],False,unknown
437,根据专利文本，本实用新型的主要目的是什么？,解决氮氧化物排放污染问题并具有低氮线性火焰特点,减少燃气燃烧时氮氧化物气体的产生。,0.15,0.0,0.19999999999999998,"['部件识别', '功能作用']",False,unknown
438,在文件中第6页的示意图中，编号7的部件在哪个最近部件的正上方？,定位杆,部件6,0.0,0.0,0.0,"['位置关系', '指定页面']",False,unknown
439,根据文件中第6页的示意图，如果要调节周转箱的容量，可能需要操作哪些部件？,部件1和部件2,防震内置限位固定杆（12）和周转箱内置箱固定片（5）,0.13636363636363635,0.0,0.18181818181818182,['指定页面'],False,unknown
440,根据文件中第6页的示意图，如果需要手提周转箱，会直接接触到哪个部件，并且该部件与哪个部件直接相连？,部件10，部件9,周转箱手提把（8），连接周转箱箱盖（9）,0.10714285714285715,0.0,0.14285714285714288,"['部件识别', '连接关系', '指定页面']",False,unknown
441,在文件中第6页提供的图片中，编号为2的部件位于哪个部件的下方？,部件1,电极丝,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",False,unknown
442,根据文件中第6页图示，空气在经过干燥装置后，接下来会经过哪个部件？,部件6,吸尘网,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
443,根据文件中第6页图示，如果电动机停止工作，哪个部件会直接停止转动？,部件9,扇叶,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
444,在文件中第6页提供的图片中，编号为7的部件相对于编号为8的部件的位置关系是什么？,位于左侧,位于编号8的部件的下方。,0.1875,0.0,0.25,"['位置关系', '部件识别', '指定页面']",False,unknown
445,根据文本信息，该无线网络系统采用的通信方式基于哪个IEEE标准？,IEEE802.15.4,IEEE 802.15.4,0.75,0.0,1.0,['其他'],False,unknown
446,在文件中第14页图3中，编号332的流程相对于编号330的流程的位置是什么？,在编号330的流程的下方,在330流程之后,0.44999999999999996,0.0,0.6,"['位置关系', '部件识别', '指定页面']",False,unknown
447,在文件中第13页图3中，编号302的流程相对于编号304的流程的位置是什么？,在编号304的流程的上方,在304流程之前,0.44999999999999996,0.0,0.6,"['位置关系', '部件识别', '指定页面']",False,unknown
448,在文件中第14页图3中，如果“电源是否异常”的判断结果为“是”，下一步骤是什么？,电源切换,电源切换,1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown
449,在文件中第14页图3中，如果“中继站是否异常”的判断结果为“否”，下一步骤是什么？,创建异常信号,是否有接收数据,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
450,参考文件中第6页的图片，编号为4的部件是什么？,转轴,安装槽,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
451,根据文件中第6页的示意图，如果油液从导入管(8)进入，经过过滤筒(6)后，下一步会流向哪里？,油液从过滤筒(6)底部流入油箱(1),出油管(3),0.1875,0.0,0.25,"['位置关系', '指定页面']",False,unknown
452,根据文件中第6页的示意图，电机(12)直接连接到哪个部件以驱动其旋转？,部件(5),固定板(5),0.40909090909090906,0.0,0.5454545454545454,"['部件识别', '连接关系', '指定页面']",False,unknown
453,根据专利描述，哪个部件的底部设置有高度依次递变的坡道？,导液槽,导液槽体,0.6428571428571428,0.0,0.8571428571428571,"['位置关系', '部件识别']",False,unknown
454,在文件中第6页的图中，编号为11的部件相对于编号为9的部件的位置关系是？,位于下方,位于编号为9的部件左下方,0.375,0.0,0.5,"['位置关系', '部件识别', '指定页面']",False,unknown
455,在文件中第6页的图中，编号为6的部件相对于编号为13的部件的位置关系是？,位于下方,位于编号为13的部件右侧,0.1875,0.0,0.25,"['位置关系', '部件识别', '指定页面']",False,unknown
456,根据文件中第6页的示意图，液体首先流入导液槽体(5)，再到喷水口(11)，那么液体经过导液槽体(5)和喷水口(11)之间的部件是什么？,导液槽(7),水道(10),0.25,0.0,0.3333333333333333,"['位置关系', '部件识别', '指定页面']",False,unknown
457,根据文件中第6页的示意图，旋柄(2)通过销轴(12)与臭氧混合瓶(1)连接，那么销轴(12)底端相匹配的部件是什么？,部件(11),销轴槽(13),0.34615384615384615,0.0,0.4615384615384615,"['部件识别', '连接关系', '指定页面']",False,unknown
458,根据文本，该装置中哪个部件用于提供动力以调整半圆形夹框的位置？,驱动电机,驱动电机(14),0.5,0.0,0.6666666666666666,"['位置关系', '部件识别', '功能作用']",False,unknown
459,根据专利文本，预前处理组件的主要功能是什么？,对原料中的灰尘进行清除,清除原料中的灰尘，并进行初步粉碎。,0.5357142857142857,0.0,0.7142857142857143,"['部件识别', '功能作用']",False,unknown
460,在文件中第5页的结构示意图中，编号为4的部件相对于编号为8的部件位于什么位置？,位于上方,轴向上方,0.375,0.0,0.5,"['位置关系', '部件识别', '指定页面']",False,unknown
461,在文件中第5页的结构示意图中，如果将齿条置于该衬套结构内部，齿条最先接触的部件编号是多少？,位于上方,7,0.0,0.0,0.0,"['位置关系', '连接关系', '指定页面', '数量相关']",False,unknown
462,根据文件中第5页的结构示意图，如果部件1提供支撑，那么部件7的凸缘（部件10）将直接与哪个部件接触？,部件6,部件1,0.5,0.0,0.6666666666666666,"['部件识别', '连接关系', '指定页面']",False,unknown
463,根据文本信息，该移动式升降机的主要创新点是什么？,升降平台两侧设置有对称的传送机构,既可提升货物，也可沿水平导轨移动。,0.09090909090909091,0.0,0.12121212121212122,['部件识别'],False,unknown
464,在文件中第5页的图中，部件6相对于LCD显示屏（部件4）的位置是：,位于LCD显示屏的下方,部件6位于部件4的下方,0.3409090909090909,0.0,0.45454545454545453,"['位置关系', '指定页面']",False,unknown
465,在文件中第5页的图中，奖品吐出口（部件7）位于哪个部件的上方？,部件8,箱门,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",False,unknown
466,在文件中第5页的示意图中，如果投入电池后，语音发音模块（部件5）发出语音提示，那么根据图示，哪个部件会直接显示相关信息？,部件4,LCD显示屏（部件4）,0.3214285714285714,0.0,0.42857142857142855,"['部件识别', '指定页面']",False,unknown
467,根据文件中第5页的示意图，红外线感应器（部件3）设置在哪个部件的附近？,显示屏（部件4）,LCD显示屏（部件4）,0.6315789473684211,0.0,0.8421052631578948,"['部件识别', '指定页面']",False,unknown
468,在文件中第7页图1中，编号为2的部件相对于编号为3的部件的位置关系是？,位于右侧,在其外侧并连接。,0.125,0.0,0.16666666666666666,"['位置关系', '部件识别', '指定页面']",False,unknown
469,在文件中第7页图2中，编号为5的部件相对于编号为1的部件的位置关系是？,位于右侧,位于设备外部，通过线路连接。,0.16666666666666669,0.0,0.22222222222222224,"['位置关系', '部件识别', '指定页面']",False,unknown
470,在文件中第7页图1中，假设温度控制箱（6）显示温度异常，需要检查哪个部件的连接情况？,部件⑤,检查电加热板（1）、热电偶测温计（2）以及接口转换器（5）的连接。,0.0,0.0,0.0,"['部件识别', '连接关系', '指定页面']",False,unknown
471,在文件中第7页图2中，如果要调整电加热板(1)的加热功率，需要通过哪个部件进行操作？,部件(7),通过温度控制箱(6)进行调整。,0.15000000000000002,0.0,0.2,"['部件识别', '指定页面']",False,unknown
472,根据专利描述，现有的顶装式球阀在取出球体时存在什么问题？,拆卸困难,需借助外部工具才能将球体取出,0.0,0.0,0.0,['其他'],False,unknown
473,在文件中第6页提供的装置图片中，编号为622的部件相对于编号为624的部件的位置关系是？,位于上方,位于上方,1.0,1.0,1.0,"['位置关系', '部件识别', '指定页面']",False,unknown
474,观察文件中第6页的图片，编号为211的部件在整体装置中的位置是什么？,位于部件2的上方,位于储胶罐上方,0.4,0.0,0.5333333333333333,"['位置关系', '部件识别', '指定页面']",False,unknown
475,基于文件中第6页的示意图，如果第一储胶机构（编号为2）的胶水耗尽，接下来哪个部件会开始主要工作？,第二储胶机构(3),第二储胶机构（编号为3）,0.5,0.0,0.6666666666666666,"['部件识别', '指定页面']",False,unknown
476,根据文件中第6页的图片，如果需要调整齿轮泵（编号62）的出口，应该操作哪个部件？,部件10,第二转接头（编号624）,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
477,根据专利文本，顶升机构的主要功能是什么？,带动整个移栽机构进行上下移动,带动移栽机构上下移动,0.625,0.0,0.8333333333333333,"['部件识别', '功能作用']",False,unknown
478,根据文件中第5页图示，部件31（气缸）位于哪个部件的附近？,部件10,部件1（支撑脚）,0.375,0.0,0.5,"['部件识别', '指定页面']",False,unknown
479,根据文件中第5页图示，部件35（活动链轮）相对于部件4（电机）的位置是？,位于部件4的左侧,部件35（活动链轮）位于部件4（电机）的左侧,0.4,0.0,0.5333333333333333,"['位置关系', '指定页面']",False,unknown
480,根据文件中第5页图示，如果气缸（31）向上运动，会直接影响哪个部件的运动？,部件(10),活动链轮（35）,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
481,根据文件中第5页图示，活动链轮（35）和固定端（10）共同作用于哪个部件，从而实现升降功能？,升降架(1),链条（11）,0.125,0.0,0.16666666666666666,"['部件识别', '功能作用', '连接关系', '指定页面']",False,unknown
482,根据专利文本，定位贴标机通过哪三个机构的协同工作来实现对纸箱表面对应位置的贴标？,光电位置传感器、升降机构和横向调节机构,光电位置传感器、升降机构和横向调节机构,1.0,1.0,1.0,['位置关系'],False,unknown
483,根据专利文本，为了确保球型电荷放射器的电荷放射功能，采用涂饰处理时，应该如何操作？,只对多个突针各自的顶端部分以外的部分赋予颜色,在突针的顶端到2d长度的区域不涂抹涂料，在其他区域涂抹涂料。,0.17307692307692307,0.0,0.23076923076923075,['功能作用'],False,unknown
484,在文件中第11页的图中，编号为3的部件相对于编号为2的部件的位置关系是？,位于下方,位于编号2的部件下方,0.4285714285714286,0.0,0.5714285714285715,"['位置关系', '部件识别', '指定页面']",False,unknown
485,根据文件中第11页图示，编号为4的部件位于哪个部件的下方并且最近？,定位杆,部件3,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",False,unknown
486,根据文件中第11页图示，如果建筑物顶部安装了部件2和部件3，那么为了实现接地，下一步需要连接哪个部件？,部件5,连接到部件5，通过接地部再连接到地面7,0.20454545454545453,0.0,0.2727272727272727,"['位置关系', '部件识别', '功能作用', '连接关系', '指定页面']",False,unknown
487,根据文件中第11页图示，如果需要检查接地情况，应该重点检查哪个部件与地面的连接情况？,部件5,部件5与地面7的连接,0.34615384615384615,0.0,0.4615384615384615,"['部件识别', '连接关系', '指定页面']",False,unknown
488,根据专利文本，板式换热器中，多个板片和垫片共同形成什么？,板束,板束,1.0,1.0,1.0,['其他'],False,unknown
489,本实用新型旨在解决现有技术中哪个主要问题？,增加筛分面积，同时增加工厂筛分车间的占地面积,减少投资成本和占地面积,0.18181818181818185,0.0,0.24242424242424246,['其他'],False,unknown
490,多层高频细筛中，哪个部件负责接收上层筛箱低端排出的物料，并将其导向收集箱？,接料槽,接料槽(2),0.5,0.0,0.6666666666666666,['部件识别'],False,unknown
491,在文件中第4页的图中，编号为5的部件相对于编号为4的部件的位置关系是什么？,位于上方,在筛箱(4)的下方,0.11538461538461536,0.0,0.15384615384615383,"['位置关系', '部件识别', '指定页面']",False,unknown
492,在文件中第4页的图中，哪个部件直接安装在收集箱(1)的正上方？,部件2,接料槽(2),0.16666666666666666,0.0,0.2222222222222222,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown
493,根据文件中第4页图示，物料从上层筛箱(4)排出后，依次经过哪些部件到达收集箱(1)？,下层筛箱(6)位于出料口(2)的左侧,接料槽(2) -> 收集箱(1),0.32812500000000006,0.0,0.43750000000000006,['指定页面'],False,unknown
494,如果文件中第4页所示的振动器(6)发生故障停止工作，最直接的影响是什么？,筛板(3)和筛框(4)将停止振动,筛箱(4)停止振动，影响筛分效率,0.421875,0.0,0.5625,"['部件识别', '指定页面']",False,unknown
495,在文件中第5页的图中，编号为8的部件相对于编号为7的部件的位置关系是？,位于下方,位于编号7部件的外侧，并覆盖PVC套管端部,0.12,0.0,0.16,"['位置关系', '部件识别', '指定页面']",False,unknown
496,在文件中第5页的图中，编号为2的部件相对于编号为1的部件的位置关系是？,位于编号为1的部件的内部,位于编号1部件的外壁,0.5454545454545454,0.0,0.7272727272727272,"['位置关系', '部件识别', '指定页面']",False,unknown
497,在文件中第5页的示意图中，如果需要增强PVC套管与墙体之间的固结性，止水翼环应该与哪个部件结合使用？,PVC套管,PVC加强筋环,0.375,0.0,0.5,"['位置关系', '部件识别', '指定页面']",False,unknown
498,在文件中第5页的示意图中，如果想要同时保护PVC套管和加强水管的稳固程度，需要使用哪个部件？,部件2,柔性填充物,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
499,根据专利文本，传统接地搭接方法通常采用什么方式连接转弯接地扁钢？,焊接,在两段转弯接地扁钢连接搭接处加一条与之成45°角的扁钢,0.05172413793103448,0.0,0.06896551724137931,['连接关系'],False,unknown
